MFCCs1-deviation,MFCCs1-median,MFCCs10-deviation,MFCCs10-median,MFCCs11-deviation,MFCCs11-median,MFCCs12-deviation,MFCCs12-median,MFCCs13-deviation,MFCCs13-median,MFCCs2-deviation,MFCCs2-median,MFCCs3-deviation,MFCCs3-median,MFCCs4-deviation,MFCCs4-median,MFCCs5-deviation,MFCCs5-median,MFCCs6-deviation,MFCCs6-median,MFCCs7-deviation,MFCCs7-median,MFCCs8-deviation,MFCCs8-median,MFCCs9-deviation,MFCCs9-median,category,short-term-energy-deviation,short-term-energy-median,short-term-entropy-deviation,short-term-entropy-median,spectral-centroid1-deviation,spectral-centroid1-median,spectral-centroid2-deviation,spectral-centroid2-median,spectral-entropy-deviation,spectral-entropy-median,spectral-flux-deviation,spectral-flux-median,spectral-rolloff-deviation,spectral-rolloff-median,zero-crossing-deviation,zero-crossing-median
0.037828956,0.201460383,-1.97E-16,5.838278933,0.036971739,0.466346296,-0.003142539,0.983031907,0.030433485,0.545979208,0.10016537,0.038143643,0.10016537,0.341665881,-0.038637019,0.097312547,0.046959865,0.000363826,0.047134629,0.000363826,0.047134629,0.008073295,0.02213926,0.008073295,0.045862801,-37.80942473,0,0.160412101,0.064359579,0.319101783,6.95E-07,0.189545812,6.84E-07,0.183493185,3.147831389,-3.03E-16,0.17308594,0.044252214,0.212901897,-1.07E-16,0.116301073,0.441481776,0.064359579
0.031324138,0.229979102,0.054061041,12.64074043,0.054061041,0.166477584,2.38E-16,0.321685502,0.023746691,3.44E-15,0.043932878,0.035011463,0.043932878,0.490311931,2.97E-16,0.367750181,0.014986992,0.000100885,-1.86E-16,0.000100885,0.009604346,0.01161103,6.71E-16,0.01161103,0.014829721,-32.2759449,0,3.66E-15,0.069167271,0.113041616,1.57E-05,-1.03E-15,1.57E-05,0.08299856,3.236393041,0.009606755,0.084615855,0.042381641,0.249402954,2.03E-15,0.152426998,0.218701061,0.069167271
0.076128724,0.297618749,-0.050558549,2.605282586,0.104899685,-0.099467709,-0.12334971,0.417025242,0.070503336,0.131542744,-0.269116668,0.008318041,0.123208401,3.04619641,-0.215367091,0.097505236,0.130194759,0.00033154,0.023578964,0.000194604,0.075799701,0.90820029,-0.075888728,0.018142235,0.085172252,-23.88337002,0,0.109863414,0.056987296,0.069101385,0.003554057,0.047505306,0.00290266,0.020525052,2.594329332,0.251382516,0.314794112,0.074062558,0.50064539,0.096472275,0.03123456,0.169802538,0.454083485
0.160116216,0.288759502,-0.084905385,3.045369051,0.060728927,0.203605378,-0.123730291,0.172417151,0.067552364,-0.130741313,-0.072096093,0.011408146,0.123102742,3.078128244,0.113774996,0.092763434,0.045757781,0.000165341,0.173151642,4.43E-05,0.079149788,0.871190131,-0.004260046,0.024129173,0.048913781,-23.78397759,0,-0.163424366,0.055797496,0.153123275,0.004515289,-0.083288568,0.004160504,0.113728449,2.859482284,-0.102297085,0.279006004,0.19985517,0.522717487,-0.136780794,0.039072675,0.161113032,0.505534386
0.206602862,0.218212205,-0.086332117,2.544944913,0.088738667,-0.109005881,0.030212798,0.234565266,0.109784875,0.478612637,0.02980743,0.005518767,0.164277659,2.432613186,0.068730998,0.351245493,0.075897598,0.000281922,-0.025322284,0.000130591,0.077543996,0.526850508,0.104189203,0.044992743,0.083776737,-26.61818551,0,-0.335429777,0.014697877,0.13171824,0.001353431,0.191860417,0.000848426,0.174508504,2.800152355,-0.003774904,0.13119507,0.043525091,0.405389157,0.168346576,0.006627643,0.230721715,0.389765923
0.07890462,0.155547785,0.098047982,1.909058166,0.03889936,1.740126178,0.030070114,0.336151489,0.03688986,0.052948225,-0.157774611,0.041443228,0.057532293,0.342960391,0.103559461,0.156884315,0.067180444,0.000522816,0.0398808,0.000272981,0.064040154,0.065,-0.123869888,0.010083333,0.044590391,-23.24290204,1,0.467341796,0.00308359,0.072223659,0.002616907,-0.090747447,0.00234328,0.114496904,2.538350724,0.150538192,0.268409374,0.12407417,0.109798075,-0.114176399,0.038344499,0.309664977,0.047337278
0.076722763,0.257418897,-0.090720518,1.199536466,0.051218991,-1.212987231,0.06305801,0.25817014,0.091000194,-0.217152605,-0.131494574,0.013186125,0.155495156,3.036587174,4.29E-05,0.187968051,0.081474537,0.000283971,-0.085162204,8.16E-05,0.149489777,0.786647315,0.096565923,0.044992743,0.054152915,-19.9051381,0,-0.086528878,0.051905626,0.156968583,0.072444142,0.022508981,0.015577701,0.045427117,3.255649435,-0.088758883,0.030081967,0.068065897,0.515752064,-0.063204325,0.017656505,0.165442441,0.511796733
0.047231215,0.193421282,0.060508386,2.938534105,0.06417473,2.464908158,0.079824356,0.478395055,0.058469439,-0.020071597,0.044116807,0.029240439,0.094304577,0.119173365,0.081846598,0.069489487,0.060871526,0.000726131,0.075423481,0.000186275,0.039450361,0.0245,0.025784351,0.00575,0.03644161,-27.04857699,1,0.376414627,0.006583882,0.075199202,0.000263867,0.077747509,0.000227925,0.105332093,3.120545109,0.18143905,0.102698602,0.045223905,0.124921585,0.095901321,0.033161703,0.294919936,0.035711309
0.103279541,0.163232605,0.016871929,2.886084032,0.063076865,2.056065863,0.058877397,0.44542915,0.048984979,0.201011128,0.093500349,0.023484555,0.099583932,0.200755599,0.024722139,0.102490625,0.074521895,0.0007124,0.050163904,0.000336107,0.074170716,0.024583333,0.032631838,0.005833333,0.067765593,-23.10969546,1,0.313460205,0.003500292,0.162757785,0.003122803,0.105761267,0.00302823,0.054367927,3.023256174,0.266801291,0.226240349,0.077060996,0.096474492,0.158430885,0.016540857,0.336971273,0.036378032
0.08683748,0.162128072,0.061526325,2.242461008,0.038627535,1.986940426,0.044866577,0.350929004,0.046357698,0.31775257,0.126940808,0.024363948,0.082245464,0.288556417,0.018786645,0.109123669,0.090038327,0.00076589,0.069312303,0.000239342,0.064067973,0.0255,0.021786629,0.010333333,0.053730457,-22.49013468,1,0.284189251,0.005542129,0.142909516,0.004866505,0.092793472,0.004744467,0.035731633,3.013354223,0.256581054,0.199501324,0.060515378,0.102768006,0.168380767,0.019064403,0.310395117,0.034544545
0.054867077,0.179655677,-0.017222115,1.956990999,0.045107413,2.248471919,0.056148648,0.447424777,0.059554946,0.034579657,0.107294666,0.019627362,0.073833501,0.178506747,0.088958512,0.09498519,0.075078599,0.000758357,-0.081524318,0.000143415,0.068917437,0.02625,0.020943519,0.00425,0.04032992,-27.63429048,1,0.354709019,0.004792066,0.098380944,0.000194861,0.133062246,0.000154936,0.064241085,3.140312707,0.183566064,0.088357092,0.094421947,0.105420212,0.108642365,0.028628361,0.163845233,0.034461205
0.054328556,0.121555544,-0.20514642,1.256141438,0.012625644,2.987544133,0.141362154,0.129349107,0.149118332,-1.458937452,0.539365331,0.011153319,0.015466909,0.016348086,-0.210223315,0.001238357,0.022698024,0.000561061,0.028409631,0.0004587,0.017924603,0.040666667,0.041081142,0.002333333,0.006980576,-25.82090788,0,0.504334994,0.001541795,0.046114993,0.000841412,-0.276500052,0.000560222,0.185471113,1.729029901,0.19652675,0.198291822,0.2107361,0.059670409,-0.074583273,0.005283696,0.077660965,0.016959747
0.046786784,0.183910925,0.016455766,0.789656774,0.068823468,2.266352338,-0.121972547,0.553408252,0.071514808,-0.581145624,-0.218584694,0.013942218,0.060885643,0.228334984,-0.099367283,0.132118869,0.049775387,0.000492087,-0.049070288,0.000139281,0.090192232,0.054666667,-0.165362144,0.01875,0.044775336,-25.80093882,1,0.222084025,0.008209017,0.164596352,0.00050339,-0.429300922,0.000227655,0.128577336,3.153840692,-0.018175963,0.091886127,0.090948192,0.121984616,-0.205615013,0.033815692,0.246932676,0.043628636
0.081753597,0.177642818,0.003806882,1.836519708,0.038321858,2.229909796,-0.03955382,0.507169039,0.060379331,-0.754823734,-0.162763215,0.028943792,0.07290619,0.216990939,-0.075795075,0.122628316,0.063877468,0.00047963,-0.037129329,0.000156616,0.05451074,0.05425,-0.175053526,0.014666667,0.057198197,-24.16380041,1,0.258354665,0.014542879,0.198476171,0.00106091,-0.589882575,0.000755525,0.153241942,3.18866666,-0.086410698,0.072231536,0.106173512,0.112733669,-0.203429317,0.035921594,0.190527867,0.05087924
0.109876646,0.29280272,0.009639965,2.068049349,0.055737262,1.524411492,0.071276064,0.583125377,0.059230852,1.679000646,0.187107994,0.012331482,0.095795237,0.98755487,0.144995058,0.686885283,0.094959261,0.000507908,0.065579777,0.00030978,0.050630564,0.28701016,0.013619335,0.269956459,0.060683754,-23.61661533,0,0.56467544,0.028125567,0.300248912,0.02600861,0.504275544,0.023399901,0.247916713,3.052520591,0.374218006,0.142276355,0.069523804,0.369322306,0.212115994,0.092990598,0.268545081,0.085102522
0.095597853,0.171111535,0.013111865,2.581253154,0.05876371,1.501720961,-0.087042759,0.578443635,0.064020211,-0.069354562,-0.107377414,0.021273714,0.14181272,0.515068528,-0.006007842,0.344041351,0.07223952,0.00040111,0.00547145,0.000205978,0.049504766,0.08775,-0.122585094,0.04625,0.047153329,-21.24595471,1,0.181124806,0.018209851,0.196410601,0.008296425,-0.442450089,0.007889893,0.230279547,2.81076958,-0.05030494,0.438043626,0.198816,0.136951811,-0.155114597,0.03372733,0.399992916,0.051545962
0.123746902,0.165821055,0.019626501,2.855257213,0.038627866,1.607886451,-0.091611202,0.811246021,0.051411116,-0.091508043,-0.10393453,0.020425883,0.154530082,0.418582521,-0.046858044,0.358968236,0.109114572,0.000474433,-0.017417708,0.000271997,0.050239706,0.077916667,-0.146159437,0.037333333,0.047323265,-21.36709814,1,0.461981092,0.01483457,0.196917347,0.007863731,-0.437577185,0.007807064,0.170837537,2.891098162,0.031951115,0.311563853,0.183691443,0.133788836,-0.062640266,0.039283088,0.42263058,0.044628719
0.203221687,0.221307831,-0.299121157,0.518444703,0.224353275,-1.480486219,0.362772907,0.30666308,0.301491513,1.076903906,0.55776961,0.00965842,0.260309572,1.381136174,-0.049085366,0.342013395,0.443782614,0.001112236,-0.366644372,0.000370838,0.443418819,0.575834543,0.429329634,0.045355588,0.27112869,-29.47207382,0,-0.131232649,0.03647251,0.146521009,0.018318168,-0.3841161,0.011351955,0.165532421,3.114673502,0.847042321,0.084475669,0.127711832,0.45566883,-0.602351688,0.029948146,0.160467541,0.4044638
0.10938037,0.167773318,0.062803211,3.652028407,0.053689971,2.002298445,-0.036237685,0.871014819,0.056818413,-0.373140086,-0.056113286,0.023129589,0.151146337,0.17920332,-0.083696823,0.165108481,0.096123917,0.000491389,-0.073302921,0.000226106,0.053334617,0.058333333,-0.144226413,0.035333333,0.037856603,-23.48199503,1,0.330460716,0.019834986,0.260798923,0.001667052,-0.266618667,0.001590679,0.323866994,2.936536837,0.062493713,0.256954865,0.201408541,0.12833211,-0.117261722,0.033773819,0.544518849,0.04796233
0.071574232,0.281879392,-0.178366304,1.552423675,0.06004072,-0.22016125,-0.053846148,0.170598319,0.075868211,-0.047869806,0.073084615,0.00391586,0.242646811,3.176829146,-0.188342564,0.061008645,0.201966708,0.000364653,0.108627299,6.13E-05,0.084621032,0.86574746,-0.095783513,0.006531205,0.07708044,-25.52709275,0,0.21771568,0.006533575,0.075209338,0.000616774,0.119913902,0.000506161,0.164056785,2.865295608,0.11288711,0.160370569,0.171087605,0.510305141,0.19088166,0.005166704,0.182966103,0.504174229
0.054687866,0.203446962,0.014284733,3.185304135,0.05982503,2.190107039,-0.026645836,0.30478683,0.087013932,0.273981205,0.00289831,0.03010242,0.109438771,0.3229847,-0.02152857,0.209174688,0.070661094,0.000491132,0.1509756,0.00016534,0.034094359,0.034083333,0.169800785,0.008916667,0.055795739,-21.61810022,1,0.360867848,0.013542795,0.079141535,0.013121038,0.177751747,0.013016161,0.075083678,3.034669321,0.153117747,0.187579165,0.059108245,0.155870621,-0.135241781,0.061884295,0.218406681,0.044337028
0.128287971,0.289545048,0.240717352,1.821548229,0.145724555,-0.164313012,-0.139045709,0.137021144,0.120515407,-0.395920034,0.130699905,0.001282198,0.137669244,2.975629962,0.013609059,0.092586237,0.141758315,0.000405423,-0.114125065,7.12E-05,0.115656099,0.966618287,0.002824756,0.02394775,0.116387336,-26.04901908,0,-0.048593754,0.053720508,0.253724875,0.000680077,-0.094539805,0.000587762,0.191038127,2.699280037,-0.330859264,0.234593006,0.347287167,0.513154071,0.049175729,0.02684573,0.114569504,0.50199637
0.050888381,0.185014178,0.052236485,2.134083054,0.083003174,2.186307091,-0.039821212,0.150147436,0.060275172,0.145754947,-0.050013824,0.023144634,0.096537426,0.294627814,-0.09640531,0.121340769,0.089917316,0.000564365,0.180861817,8.73E-05,0.042714924,0.035833333,0.131283176,0.00425,0.042063316,-22.68541396,1,0.373571404,0.005667139,0.138841154,0.005879174,0.12739105,0.005180348,0.094905011,3.022576081,0.193756189,0.172594462,0.033688866,0.136739182,-0.153731494,0.036227002,0.263842669,0.037128094
0.162695057,0.314861993,-0.08596473,1.483800464,0.077036465,1.298028235,0.013433921,0.609088179,0.091562035,0.02866637,-0.00908343,0.017434691,0.092858489,2.762686227,-0.044786617,0.157221533,0.063343988,0.000335881,-0.062160125,7.25E-05,0.09232882,0.888969521,0.059049302,0.047169811,0.069803929,-21.69016968,0,0.233578032,0.117422868,0.17948992,0.016653561,-0.048981969,0.012606326,0.136310478,3.064271894,-0.009069791,0.194060345,0.095569166,0.461798492,-0.02607333,0.065523883,0.255680117,0.427586207
0,8.40E-09,9.06E-16,0,0,3.97E-15,-4.70E-16,0,0,1.47E-15,1.54E-15,0,0,0.224940659,-2.11E-16,0,0,0,-2.35E-16,0,0,0,3.80E-16,0,0,-50.59644256,2,6.19E-16,0,0,1.21E-08,1.22E-15,0,0,3.320934349,1.62E-16,0,0,0.000181422,5.66E-16,0,0,0
0.087291796,0.186551986,-0.003988596,3.394819931,0.056357315,2.265622666,-0.057750626,0.173136825,0.057217752,0.261366541,-0.018791305,0.018994022,0.075611708,0.30789658,0.006115682,0.147435993,0.054679132,0.000570181,0.171642279,0.000120606,0.061690968,0.032666667,0.183662831,0.005416667,0.037938628,-23.04228759,1,0.326452452,0.01208434,0.186302944,0.004082596,0.170968271,0.00379731,0.11536246,3.089871407,0.147716027,0.141755829,0.077797524,0.129004707,-0.12742842,0.025701656,0.241721804,0.04179515
