MFCCs1-deviation,MFCCs1-median,MFCCs10-deviation,MFCCs10-median,MFCCs11-deviation,MFCCs11-median,MFCCs12-deviation,MFCCs12-median,MFCCs13-deviation,MFCCs13-median,MFCCs2-deviation,MFCCs2-median,MFCCs3-deviation,MFCCs3-median,MFCCs4-deviation,MFCCs4-median,MFCCs5-deviation,MFCCs5-median,MFCCs6-deviation,MFCCs6-median,MFCCs7-deviation,MFCCs7-median,MFCCs8-deviation,MFCCs8-median,MFCCs9-deviation,MFCCs9-median,category,short-term-energy-deviation,short-term-energy-median,short-term-entropy-deviation,short-term-entropy-median,spectral-centroid1-deviation,spectral-centroid1-median,spectral-centroid2-deviation,spectral-centroid2-median,spectral-entropy-deviation,spectral-entropy-median,spectral-flux-deviation,spectral-flux-median,spectral-rolloff-deviation,spectral-rolloff-median,zero-crossing-deviation,zero-crossing-median
0.054891302,0.159445719,0.003826717,0.455081221,0.050315106,0.880365775,0.063583354,0.109007421,0.049183645,-0.079527255,0.036178108,0.011183175,0.049333634,1.925109209,0.033549759,0.118282496,0.053557354,0.000121089,-0.020717143,2.48E-05,0.064596804,0.324833333,0.026805394,0.010666667,0.062929138,-20.59124048,1,-0.018706945,0.014167847,0.091498266,0.023298978,0.030705763,0.008352429,0.048224802,3.09034268,0.087530905,0.048775553,0.0656474,0.211541373,-0.11826881,0.008344529,0.144651761,0.196349696
0.033622824,0.237588958,0.29455139,1.04129743,0.045304234,0.933998567,0.22189712,0.344335079,0.04708422,0.545680388,0.022395926,0.007812203,0.050441519,2.54418436,0.072474769,0.215476171,0.050992164,0.000210013,0.18593808,1.87E-05,0.099548852,0.575090909,0.18850874,0.033272727,0.09199227,-20.96894803,0,0.380222557,0.052191308,0.130181102,0.034288993,0.237071755,0.009569531,0.123086384,3.281739359,0.07296916,0.026110903,0.088411377,0.386740148,0.103243918,0.035788837,0.099980028,0.392980542
0.079409372,0.146628167,0.002599683,6.401120271,0.105074319,1.183175924,-0.184877342,0.288635646,0.054108857,-0.385350898,0.046953347,0.014073078,0.083732212,1.361090378,-0.106136082,0.187161592,0.113794614,0.000174746,-0.115191883,5.47E-05,0.050870885,0.278166667,-0.021509032,0.03475,0.119829171,-25.93151714,1,-0.127474273,0.010709226,0.138156598,0.000829417,0.001449154,0.000826715,0.0553823,2.821947939,0.183301257,0.348349146,0.09879195,0.172821726,0.004955137,0.030480759,0.081353343,0.126510543
0.221917119,0.26162271,0.126404328,1.461084215,0.177733342,0.008801691,-0.060274824,0.378517318,0.147108268,-0.261322244,-0.094543247,0.00396842,0.094550136,2.894415774,0.004510406,0.152263049,0.057226195,0.000425442,-0.078452319,0.000198952,0.07650326,0.730043541,-0.008747913,0.011973875,0.082527814,-22.45818215,0,-0.081830684,0.039019964,0.195980276,0.006361376,-0.111242913,0.002865857,0.100609652,2.873391291,-0.093808942,0.243217054,0.119356708,0.424304901,-0.083878097,0.021239729,0.142794079,0.310344828
0,5.33E-09,2.62E-16,0,0,2.00E-16,8.58E-17,0,0,4.82E-18,2.39E-16,0,0,0.517518265,5.84E-17,0,0,0,2.54E-16,0,0,0,7.60E-17,0,0,-50.59644256,2,2.08E-16,0,0,2.07E-09,1.83E-17,0,0,3.320252378,2.22E-16,0,0,0.000181422,3.75E-17,0,0,0
0.140658291,0.147835954,0.0469614,1.458407991,0.087298392,1.134271285,-0.094596985,0.550477832,0.069574797,-0.299003156,-0.181057485,0.01588662,0.117919453,1.391251971,-0.081943361,0.47346645,0.100591525,0.000186313,-0.107035145,8.69E-05,0.073727629,0.275333333,-0.107161938,0.0635,0.098497252,-26.92234094,1,0.095897208,0.034586216,0.121186241,0.000151249,0.071639181,0.0001008,0.097396607,3.086018877,0.176601152,0.214045467,0.071999927,0.174930088,-0.133572356,0.041273698,0.177191805,0.099841653
0.026521854,0.163455252,0.230347346,0.876607952,0.015582144,0.294662321,0.120277525,0.083969132,0.04268826,-0.557906659,-0.331941518,0.00483193,0.04957198,1.492941254,0.011352647,0.316973882,0.030408826,0.000178808,0.113562098,0.0001684,0.02591701,0.173916667,0.016922828,0.021166667,0.048637833,-23.11418507,0,0.047597239,0.015751313,0.032923866,0.003332857,0.215730035,0.002584428,0.00818438,1.712600189,-0.037292647,0.128920086,0.043087065,0.172109575,-0.22354595,0.01239906,0.030994489,0.111634303
0.152669006,0.235556834,0.080549152,0.617222543,0.11053982,1.872142348,0.035567079,0.147387653,0.084973116,0.142113384,-0.053057467,0.004703634,0.097376683,0.123824096,0.081031644,0.028511442,0.062411239,0.001377778,0.181902022,0.000596993,0.139969061,0.004354136,0.055755067,0.001995646,0.11456221,-36.04254944,2,0.316031499,0.008027939,0.111885107,3.24E-06,0.128059028,1.47E-06,0.197686142,3.021775716,0.159782818,0.127505172,0.134987553,0.187030816,-0.0014805,0.018461451,0.17503889,0.036193759
0.10466948,0.150603994,0.020287434,3.091436341,0.075864713,1.329945932,-0.167006276,0.345800155,0.063502488,-0.418054525,-0.139653902,0.009077092,0.158715177,1.302624178,-0.042434306,0.082034549,0.090159628,0.00016259,-0.109777599,4.37E-05,0.036995205,0.271,-0.077022462,0.047333333,0.066875194,-25.25803065,1,0.063000512,0.013667806,0.174484484,0.000423028,0.076526701,0.000373736,0.072341537,3.173669912,0.204706101,0.116347716,0.083824129,0.171621978,-0.063135799,0.018308395,0.155413966,0.120260022
0.213119462,0.260540741,-0.04817199,0.382405184,0.057876497,1.076760304,0.129464923,0.330636962,0.143922902,0.476991065,0.192482387,0.007356548,0.167798476,0.558818463,0.038989411,0.104853862,0.090209595,0.000606555,0.059989998,0.000370834,0.062188676,0.069575472,0.111043551,0.033563135,0.056951316,-32.83911991,2,0.448030691,0.006894049,0.160140028,2.09E-05,0.145995263,8.10E-06,0.073366802,3.024557292,0.36135859,0.123711619,0.125787311,0.283753552,-0.016427069,0.017913281,0.089782078,0.094430334
0.038233271,0.195082179,0.006556118,0.184649129,0.044598067,1.342857242,-0.09839523,0.063510662,0.037306965,-0.371863638,0.08728612,0.00255614,0.023561895,1.313583132,-0.085647345,0.02904777,0.039682045,0.0001296,-0.028822067,9.09E-05,0.050119058,0.287282293,-0.013238282,0.013606676,0.044439677,-18.62847291,1,-0.079241186,0.006939405,0.07554246,0.048043157,-0.341770306,0.005758402,0.058217623,2.523366193,-0.226035336,0.12374103,0.047158625,0.211392372,0.033359494,0.003940141,0.072924697,0.099419448
0.094479022,0.269839698,0.065294144,2.615405004,0.07575159,1.56197104,0.270017632,0.663433717,0.018047339,0.196605868,-0.374877646,0.001392761,0.053789337,1.446264708,-0.183931085,0.600688547,0.097432484,0.004462626,0.173727297,0.004462626,0.257071336,0.3385,0.294451219,0.0005,0.013305711,-24.14374154,0,0.390772725,0.005752876,0.599931378,0.008253036,0.345373976,0.005526575,0.066569165,2.544556025,-0.021374714,0.6341696,0.095755852,0.326722224,1.217515423,0.043399761,0.328088688,0.332916458
0.12627948,0.141700393,0.228805566,1.240968697,0.14230171,-0.19151184,0.226742339,0.19151184,0.226742339,-2.000759165,0.161338571,0.009885314,0.161338571,0.483843495,-0.266368605,0.050914387,0.266368605,0.000304642,-0.094774402,0.000304642,0.116156601,0.077739478,-0.213189238,0.020228592,0.213189238,-25.37794302,2,-0.573101908,0.018232946,0.462179227,0.001535956,-0.008942821,0.001532282,0.08180353,1.878988585,3.34E-16,0.620706057,0.148222348,0.129892899,8.25E-16,0.008127349,0.30218855,0.063134978
0.136653319,0.196709837,0.13318262,0.598226315,0.081171576,0.937780926,0.13125873,0.29943821,0.066408833,-0.460296747,0.06982014,0.009608195,0.098408685,0.70504826,0.208914796,0.496129288,0.091062907,0.000471199,0.165977145,0.000352105,0.080494276,0.231132075,0.086422006,0.16436865,0.11880186,-24.35159337,2,0.885049061,0.01079463,0.18066543,0.008014312,0.557812343,0.002614636,0.209422305,2.884965739,0.458628037,0.160980953,0.172524601,0.232351096,0.10854043,0.043262276,0.236780285,0.031703556
0.164205913,0.146376006,0.014796912,1.997797407,0.073400134,3.290318795,0.062061547,0.554857752,0.108740859,0.459763339,0.01435199,0.019151313,0.158987715,0.016361417,0.181741185,0.010861265,0.088284874,0.001534706,0.253047238,0.000870584,0.076518255,0.012880987,0.035647485,0.003719158,0.161927187,-25.35665662,2,0.464688515,0.001315312,0.110242757,0.007615995,0.089678,0.006122591,0.153231344,2.700713661,0.052128958,0.177602101,0.157039568,0.069960549,-0.1413206,0.015027396,0.365351975,0.005125181
0.182297358,0.166815907,0.111762385,4.227834775,0.06546831,3.496159034,0.055889269,0.943769879,0.128005069,0.454100574,0.136881881,0.04960997,0.055947113,0.008903325,0.125935933,0.005021518,0.075499715,0.003012969,0.152647293,0.00150891,0.081596892,0.00308418,0.09360873,0.001360668,0.078033908,-28.99832314,2,0.351579268,0.003537736,0.15712923,0.003900901,0.134780952,0.003896344,0.178416568,2.822216697,0.218889793,0.188064973,0.093969902,0.065580073,0.047132822,0.025442141,0.161941146,0.006531205
0.144797561,0.150898927,0.173665194,6.438777737,0.156748968,3.053420886,-0.09805723,0.296008273,0.11279376,0.05704446,0.421326516,0.05976875,0.27334954,0.033644278,0.04442619,0.016428918,0.134088608,0.002113343,0.255279746,0.001123373,0.117077414,0.021044993,-0.011445977,0.014332366,0.115787577,-28.98655105,2,0.517226263,0.009524673,0.148886759,0.00011933,-0.115890586,0.000118231,0.453317466,2.391356106,-0.069368,0.467052508,0.361518109,0.078048425,0.227434551,0.034099364,0.432347243,0.021317126
0.085866634,0.135567137,1.80E-16,8.95977994,0.059288184,1.98E-16,0,0.56854855,0.130608979,-0.474042001,-0.044184322,0.030139381,0.218634713,0.418488355,0.01159845,0.270818201,0.089254841,0.000278769,0.070911914,0.000270503,0.089983483,0.083907837,0.088463394,0.083907837,0.088463394,-30.25889275,2,1.97E-16,0.064404935,0.182717154,2.65E-05,0,2.65E-05,0.094362482,3.287171987,1.95E-16,0.033820602,0.107601362,0.135079207,-0.056515836,0.054357689,0.474042001,0.064404935
0.146475178,0.145007709,0.126547256,2.276769587,0.194391781,-1.378698266,-0.280767099,0.479923692,0.249819487,-0.985938473,-0.11991009,0.021462296,0.164856735,1.110421914,-0.080545713,0.14732629,0.187957398,0.000425588,0.037494631,0.000132104,0.269725151,0.125634978,-0.178309514,0.015965167,0.152773875,-25.55692063,2,-0.395726526,0.016055878,0.584895546,0.001606023,0.033672679,0.001595266,0.15359011,3.118945721,0.452253895,0.170675513,0.191589441,0.153723226,-0.275917669,0.021663949,0.276920668,0.089577286
0.149835667,0.168946757,-0.121827594,3.983211439,0.350917818,-0.012396367,-0.004799812,0.841568516,0.166302153,-0.620371961,-0.001757804,0.033722118,0.222833766,1.428798847,0.08415007,0.438912467,0.267769284,0.000276322,0.006066055,0.000179127,0.201620129,0.195301161,0.040198516,0.065674891,0.163897956,-29.13001199,2,-0.339885376,0.040139695,0.439671482,2.37E-05,0.057304816,2.23E-05,0.204108476,3.016488309,0.228924798,0.239630894,0.277009139,0.198286501,-0.192530853,0.030908964,0.36975191,0.13230225
0,7.06E-09,-2.57E-17,0,0,2.41E-18,-5.30E-17,0,0,9.16E-18,4.36E-17,0,0,0.314082566,3.61E-17,0,0,0,2.12E-17,0,0,0,2.98E-33,0,0,-50.59644256,2,1.89E-17,0,0,2.49E-10,2.95E-17,0,0,3.31425539,3.87E-17,0,0,0.000181422,4.41E-17,0,0,0
0,6.71E-09,-2.57E-17,0,0,2.41E-18,-5.30E-17,0,0,9.16E-18,4.36E-17,0,0,0.133465462,3.61E-17,0,0,0,2.12E-17,0,0,0,2.98E-33,0,0,-50.59644256,2,1.89E-17,0,0,6.44E-11,2.95E-17,0,0,3.294827972,3.87E-17,0,0,0.000181422,4.41E-17,0,0,0
0,1.04E-08,-1.87E-15,0,0,1.45E-14,-2.91E-15,0,0,8.14E-15,2.18E-15,0,0,0.074504528,3.54E-15,0,0,0,5.44E-16,0,0,0,6.08E-16,0,0,-50.59644256,2,5.39E-15,0,0,4.46E-08,4.81E-15,0,0,3.321037323,3.06E-15,0,0,0.000181422,1.86E-15,0,0,0
0.07913327,0.142394377,2.22E-16,2.663532733,0.033821476,0.468218246,0.011951076,0.468218246,0.015544783,1.15E-15,0.045331876,0.070052575,0.045331876,0.431178828,0.056851362,0.059868116,0.056851362,0.000419071,0.059705307,0.000419071,0.059705307,0,4.43E-16,0,0.038314727,-47.93290983,2,9.80E-16,0,0.169863004,2.70E-09,0,2.22E-09,0.096443395,3.237071374,2.74E-17,0.083372503,0.116759814,0.070596206,8.70E-16,0.054292711,0.322660268,0
0.10011442,0.22616952,-0.009578465,0.380725602,0.079301813,1.805882086,-0.062393523,0.201309452,0.082137996,1.564324955,0.400178929,0.008334771,0.087374478,0.914625321,0.212351966,0.377743227,0.085347163,0.000423092,-0.024869219,0.000172154,0.081177836,0.262246009,0.149240992,0.150671263,0.067944774,-28.40703953,2,0.715114827,0.009842163,0.137758798,0.002612867,0.633775151,0.000841258,0.082818608,3.077507323,0.331105213,0.088960162,0.110342354,0.291473944,0.365187422,0.028130995,0.266136093,0.044947388
0,6.52E-09,9.64E-16,0,0,9.07E-15,1.58E-15,0,0,3.60E-15,1.04E-15,0,0,0.02287652,5.84E-17,0,0,0,1.22E-15,0,0,0,2.14E-15,0,0,-50.59644256,2,4.19E-15,0,0,1.54E-07,2.97E-15,0,0,3.321064466,3.33E-15,0,0,0.000181422,2.87E-15,0,0,0
0,7.79E-09,1.08E-15,0,0,5.96E-15,1.35E-15,0,0,4.07E-15,6.86E-16,0,0,0.15116194,2.23E-17,0,0,0,1.29E-15,0,0,0,1.10E-15,0,0,-50.59644256,2,1.58E-15,0,0,2.00E-08,2.96E-15,0,0,3.320990233,1.87E-15,0,0,0.000181422,3.78E-16,0,0,0
0.129442755,0.173733118,-0.044164121,1.628690795,0.059962817,0.761263945,0.054807885,0.280973557,0.083180864,0.368285501,0.111415114,0.006868915,0.120562878,1.211403407,0.19476872,0.288429019,0.106275608,0.000204771,0.147403055,0.000115748,0.129308881,0.186230044,0.088795795,0.046353411,0.095189183,-24.83370786,2,0.509602698,0.015602322,0.161197951,0.000967009,-0.026088955,0.00070433,0.177217653,2.574693619,0.18930398,0.185219954,0.141154744,0.179472029,0.204578525,0.02097524,0.23518567,0.070074383
0.119421339,0.173291503,0.077258446,0.668720757,0.104086932,0.859940786,0.091262911,0.14745453,0.088738676,0.473557986,0.164025467,0.004724428,0.117476479,1.092399321,0.380830294,0.144895148,0.098945625,0.000247393,0.093983031,1.00E-04,0.070052974,0.179880261,0.049378134,0.03238389,0.089853061,-24.35099498,2,0.444748302,0.009887518,0.136369542,0.001596437,0.079487713,0.00079451,0.113220941,2.741670565,0.255265057,0.212729537,0.115891486,0.179610166,0.084071971,0.011611744,0.177240724,0.077966255
0.234433975,0.195144273,0,7.849967706,0.062318085,1.139234389,0.02823718,0.862562896,0.081034068,0.055620894,0.080416244,0.053213823,0.252395979,0.362021716,0.120847873,0.269490977,0.133667957,0.000573361,0.183950554,0.000452909,0.183950554,0.014423077,0.074061168,0.014423077,0.083261502,-35.84796928,2,0.010351937,0.049664369,0.285654014,2.05E-06,0.062001527,2.05E-06,0.103907901,2.71490112,0.112619416,0.403375899,0.116371076,0.171766578,0,0.051703221,0.293579706,0.052929971
0,7.20E-09,-2.57E-17,0,0,2.41E-18,-5.30E-17,0,0,9.16E-18,4.36E-17,0,0,0.249349322,3.61E-17,0,0,0,2.12E-17,0,0,0,2.98E-33,0,0,-50.59644256,2,1.89E-17,0,0,1.66E-10,2.95E-17,0,0,3.310837602,3.87E-17,0,0,0.000181422,4.41E-17,0,0,0
0.214348862,0.09919467,0.081770805,1.182524954,0.122304502,0.792963994,-0.075371495,0.572279794,0.155793328,0.014882617,-0.165914392,0.012160218,0.131984634,0.24223504,-0.204052,0.183887388,0.184201671,0.000669139,-0.215054277,0.000230289,0.268527923,0.073838897,-0.27299017,0.033381713,0.172019486,-21.96478213,2,0.684510387,0.013243832,0.252545418,0.009341929,0.220400737,0.005401076,0.171070276,3.265969791,0.103707093,0.04338735,0.243094923,0.083841915,-0.080757253,0.013293973,0.340320446,0.038824383
0.145013976,0.100751762,0.060794232,0.580255723,0.136226999,1.922954023,-0.105289639,0.224446444,0.215305264,-0.583754847,-0.054931932,0.019895325,0.193641052,0.050693544,-0.42307764,0.015369649,0.190834041,0.001103666,-0.35634286,0.000287421,0.146544612,0.046171988,0.007498264,0.004716981,0.132001372,-21.73413495,2,1.126833938,0.003310958,0.120957123,0.018524184,0.532656677,0.00696873,0.175796513,3.253561726,0.306189644,0.035830455,0.133334233,0.05845763,-0.241952479,0.005777539,0.156053452,0.027984398
0,6.81E-09,1.39E-16,0,0,3.01E-15,-8.58E-17,0,0,1.57E-15,6.98E-16,0,0,0.260293948,-1.38E-17,0,0,0,1.05E-15,0,0,0,8.86E-16,0,0,-50.59644256,2,9.22E-16,0,0,9.85E-09,-1.83E-17,0,0,3.320902458,-1.19E-16,0,0,0.000181422,1.18E-15,0,0,0
0.079616886,0.160423212,-0.013944569,0.449266662,0.041100856,0.255605337,-0.078496264,0.097400729,0.045203663,-0.134936405,0.084989918,0.001903261,0.049001531,1.614637224,0.009684906,0.075996918,0.037429075,0.000135083,0.001261438,1.20E-05,0.043705222,0.246643687,0.088751811,0.008980406,0.043506131,-20.49882776,2,0.247121257,0.006757983,0.068422425,0.01630107,0.075776751,0.00526002,0.065368775,3.289107406,0.175534922,0.014403741,0.053992327,0.188116686,0.126414292,0.004704714,0.121551994,0.142597968
0.076606715,0.194970763,-0.025863907,0.487422441,0.052230186,0.910489836,-0.018019539,0.361173939,0.052183231,0.059838052,-0.087549761,0.005041404,0.056215577,1.710251582,-0.121958555,0.217897542,0.069548282,0.000123846,-0.088788482,3.81E-05,0.066938668,0.281204644,-0.037945171,0.03238389,0.067096385,-17.34209785,2,-0.085193845,0.014831277,0.220985075,0.161641729,-0.198225436,0.05172895,0.155835611,2.848746787,-0.201157955,0.251729715,0.081891774,0.22296569,-0.011207612,0.008767967,0.223571424,0.17824746
0.154648179,0.162831585,5.33E-14,6.079957234,0.050925336,1.15886821,0.000252993,0.463698903,0.032131142,1.62E-13,6.19E-14,0.026311806,0.048303022,0.395296752,6.28E-14,0.395254019,0.034325513,0.000160438,-0.013233831,0.000160438,0.065257582,0.059597242,0.03705128,0.059597242,0.03705128,-23.8303752,2,7.45E-14,0.05324746,0.086643882,0.001659138,3.54E-14,0.001574786,0.079686416,3.193681654,6.63E-14,0.127393868,0.081094029,0.153953869,-0.154648179,0.051261419,0.201047932,0.05324746
0.113533773,0.12333642,0.051874801,4.334598199,0.074657814,1.420432147,0.049335288,0.573220607,0.092710501,0.055155725,-0.04839305,0.014742867,0.100709131,0.682075206,-0.096062493,0.339933039,0.131558416,0.00026658,-0.016526902,9.54E-05,0.068591087,0.121371553,0.033301833,0.055878084,0.077238573,-26.80129607,2,0.261116717,0.020410015,0.093010812,0.000162905,0.068353039,0.000159652,0.084354313,3.109255316,-0.046051782,0.191139252,0.076537351,0.115063144,-0.169887944,0.008316518,0.125087376,0.055016328
0.113372329,0.122240828,-0.002379838,3.559708826,0.065493343,2.450762817,0.003185638,0.403569548,0.094360102,0.226706634,-0.104507808,0.016796569,0.12177545,0.178346247,-0.012951794,0.092533142,0.134457804,0.000599661,-0.018149595,0.00035662,0.093013604,0.035377358,0.047953684,0.011157475,0.057133167,-26.31391542,2,0.399031611,0.006395138,0.097804531,0.000404006,0.125849465,0.000394217,0.151156669,2.888367202,0.075738945,0.392566397,0.063868116,0.089843663,-0.135761569,0.020959276,0.225682579,0.032338534
0.066421717,0.130179685,-0.037813774,2.027535285,0.119830228,2.831821519,0.078638295,0.268255154,0.050291344,0.045093864,0.033746971,0.017631685,0.077069009,0.07818485,-0.101663003,0.042881741,0.065814239,0.000814219,0.029796288,0.000313494,0.098602379,0.029118287,0.076632907,0.008436139,0.064877038,-31.01543414,2,0.496490357,0.006349782,0.145030815,1.81E-05,0.108163563,1.54E-05,0.097534645,3.189891571,0.185512512,0.085708067,0.076095502,0.077184803,0.066979601,0.015324963,0.194782842,0.025217707
0.079575166,0.11891742,-0.116753089,2.614596268,0.041776825,2.18302729,-0.001914714,0.204002334,0.07076359,-0.610992728,-0.074283535,0.011811127,0.087026969,0.224688033,-0.141351849,0.052936942,0.086776123,0.000573162,0.024525856,0.000169133,0.073478319,0.051523948,0.082351902,0.009706096,0.073477149,-29.3279888,2,-0.175912358,0.002948113,0.09830497,2.47E-05,-0.393707411,2.30E-05,0.099706657,2.870132441,-0.022439732,0.323091184,0.061492632,0.087398599,-0.183906948,0.011418696,0.172481412,0.037599782
0.117593887,0.12298435,-0.034790667,1.109955748,0.040808938,2.03427282,-0.004170314,0.152270011,0.06864542,-0.760829495,-0.243374421,0.014182248,0.077784334,0.309544906,-0.190513952,0.083036709,0.072403989,0.000388818,0.001856635,0.000172212,0.063832179,0.055424528,-0.048039008,0.01006894,0.061089347,-22.915098,2,-0.414748908,0.002086357,0.099566839,0.002419339,-0.321160145,0.001617015,0.098512824,2.120879813,0.013522656,0.375939786,0.067805011,0.095196229,-0.255628002,0.011361683,0.155868398,0.040729318
0.213448928,0.213553257,-0.15242071,2.664970662,0.133950557,2.048662182,0.145685354,0.406931121,0.143383299,-0.026787737,0.067672132,0.016121971,0.067984234,0.203812146,-0.077433425,0.169047853,0.12521572,0.001949655,0.069328491,0.001765561,0.091378017,0.004263425,0.050005271,0.002993469,0.051042616,-29.57562346,2,0.524169993,0.016418723,0.13848162,0.000484184,0.152140018,0.000156465,0.114241112,2.920818907,0.034620167,0.139909059,0.163540325,0.138784441,0.822026046,0.034702089,0.406010518,0.042407475
0.347724585,0.119316165,-0.015124035,1.052933146,0.237671141,1.393048706,0.384843141,0.43573803,0.26642934,-2.102623065,0.439561846,0.019801782,0.196059021,0.039293325,0.360930088,0.016186395,0.285455222,0.001144553,0.435867602,0.000865098,0.359786162,0.052612482,-0.031920818,0.008889695,0.267748312,-20.62091155,2,-0.100753058,0.004807692,0.315395196,0.053452739,-0.657700188,0.029168202,0.366542015,2.356768868,-0.099922146,0.367589572,0.292644717,0.075248913,-0.157440501,0.009823253,0.497157502,0.027349419
0.070802282,0.186233116,-0.764141887,0.686498293,0.08767207,-1.964453765,0.643156523,0.132276842,0.054130537,1.747450315,1.170055986,0.002757367,0.100951409,0.306029191,-0.251547726,0.008744315,0.067566508,0.000505837,-0.066574848,0.000314367,0.080424706,0.093613933,0.840174827,0,0.149439769,-29.77774846,2,0.617803923,0.000680334,0.075598552,0.09225954,-0.952653108,0.002651721,0.142143214,2.315438044,1.47695171,0.041668151,0.089997434,0.220410745,-0.980950823,0.004235848,0.46621693,0.09796807
0.230159441,0.136262949,0.164231455,4.60187911,0.071923343,1.219664492,-0.284057365,0.675480352,0.138582781,-1.828104549,0.054417852,0.040728419,0.076141329,0.049625342,-0.095748011,0.028893735,0.128459949,0.001504601,-0.370606244,0.001088968,0.153923395,0.040457184,0.209744171,0.018867925,0.108818452,-26.88640752,2,-0.240500277,0.005533382,0.386695878,0.000461134,-0.382028151,0.000455697,0.642896937,2.501696112,0.649289134,0.410583801,0.23932825,0.090378649,0.436018186,0.023042357,0.603520546,0.031975689
0.111209711,0.124903989,-0.006495635,1.744506944,0.058126104,3.524632082,0.059099696,0.305917587,0.078301165,1.12646531,0.266242994,0.026586196,0.162808991,0.012518493,-0.412627725,0.005885151,0.129441192,0.002530398,-0.145208352,0.001423886,0.093920544,0.009524673,-0.037980155,0.000997823,0.085358134,-25.81352894,2,0.977207735,0.002131713,0.113264112,0.012705396,0.653475345,0.012666599,0.157376194,3.029264805,0.431085181,0.203947758,0.103845858,0.055645085,0.093669775,0.015175255,0.455903897,0.007937228
0.112964836,0.133420505,-0.046208946,3.04021324,0.064898031,3.596339363,0.015219241,0.451921718,0.064019389,0.831909855,0.191207726,0.03102939,0.162838575,0.009888427,-0.274088122,0.00416962,0.217915062,0.003135352,-0.08033129,0.001121075,0.139920102,0.008526851,-0.044787686,0.001632801,0.07290121,-30.26269865,2,0.863959687,0.001587446,0.140002051,0.00017709,0.381448083,0.00017081,0.1619184,2.864332401,0.354585854,0.33085271,0.078090109,0.052837798,0.130595723,0.013723754,0.347116112,0.007619739
0.197229281,0.10991741,0.03618581,0.813352764,0.166837222,-3.020608677,0.032749392,1.020174724,0.109519841,-2.083339053,0.183389541,0.022485788,0.270915109,0.534743569,-0.310575696,0.109016516,0.201954117,0.000663396,-0.262204815,0.000567823,0.218931787,0.104408563,0.350677087,0.014332366,0.286034129,-24.40981396,2,0.434910319,0.01274492,0.243901152,0.012464863,0.603033219,0.010846222,0.228950546,1.884910934,-0.331678869,0.356677311,0.17141286,0.115078922,-0.183326039,0.012032264,0.37529969,0.069031205
0.127987353,0.128095607,-0.412043806,2.998941542,0.235086492,1.807914049,0.117106326,0.385825321,0.127729749,-2.626995713,0.409339268,0.043255336,0.245386059,0.020998169,0.616625415,0.014555285,0.1899908,0.001595492,0.120458527,0.000907551,0.169880341,0.039005806,-0.163886787,0.003447025,0.119689511,-24.52209155,2,-0.41348167,0.008980406,0.404253632,0.006865632,-0.685143476,0.006865629,0.53654379,1.823243119,-0.234072725,0.56423448,0.257261878,0.074138436,-0.249079294,0.016249991,0.541735631,0.026351597
0,7.80E-09,0,0,0,0,0,0,0,0,0,0,0,0.010888824,0,0,0,0,0,0,0,0,0,0,0,-50.59644256,2,0,0,0,2.78E-12,0,0,0,2.810444582,0,0,0,0.000181422,0,0,0,0
0.0845466,0.105054002,-0.047233081,0.966036494,0.151475042,0.355324989,-0.16834394,0.424987581,0.11263375,-0.983492106,-0.236080484,0.009580589,0.155942743,0.284439791,-0.251628759,0.046310953,0.073062345,0.000625944,0.218973131,0.000164708,0.112907672,0.088534107,0.017433811,0.003447025,0.099531465,-20.71106298,2,-0.096896655,0.004898403,0.187507655,0.01391068,-0.543149251,0.00936452,0.206764338,3.241997836,0.740263782,0.055993773,0.163440521,0.088556977,-0.010829622,0.005198116,0.218128699,0.049709724
0.109660858,0.117213958,0.062834151,1.964319467,0.104960396,0.761984562,0.002197834,0.446404107,0.082744351,-0.657432505,-0.166035913,0.016938017,0.123122063,0.192301359,-0.359231319,0.150068872,0.121363702,0.000984459,0.217195314,0.00052884,0.127976536,0.066854136,0.026972211,0.036103048,0.091646205,-22.39578839,2,-0.01378093,0.018641147,0.156515669,0.009926965,-0.421842471,0.005341557,0.114834801,3.180677589,0.745106838,0.098252798,0.221806747,0.0840973,0.017966955,0.005941432,0.351719058,0.03546807
0.042911655,0.075699611,0.024412089,2.006692848,0.029383434,0.072493275,0.017516564,0.115748427,0.022947412,0.112377871,0.027678748,0.00303456,0.03082905,0.566451538,0.012875628,0.029955179,0.02219109,0.000346691,0.005137805,8.74E-05,0.018099527,0.577013788,0.013089437,0.000634978,0.023776727,-37.99836494,2,0.039880525,0.000634978,0.055090188,0.016163333,0.068587812,0.000982759,0.057521568,2.616366841,0.030552374,0.037534925,0.038374161,0.566155101,0.048226654,0.000784408,0.084104404,0.570029028
0.19748099,0.268284728,0.008939399,1.201275562,0.079728131,3.060748514,0.19375354,0.285338702,0.075123548,0.464927935,0.033792774,0.012909025,0.069152156,0.200477166,0.156210499,0.018987685,0.083659803,0.000581627,-0.016874581,0.00015206,0.061558617,0.010885341,-0.091810427,0.003809869,0.053431521,-34.79399744,2,0.433176408,0.006621916,0.189186845,5.02E-06,0.676439214,1.63E-06,0.299774019,3.197225143,0.260731773,0.057464226,0.095702883,0.210799226,-0.108971497,0.04189308,0.626577108,0.054698839
